model,dataset,topic_id,doc_id,doc_text_short
Top2Vec,Wiki:clean_text,6,22870,"בערך זה מצוינים אירועים בולטים שהתרחשו במהלך שנת ונוגעים לעולם הקולנוע. אירועים מייקל אייזנר מתמנה לנשיא חברת וולט דיסני סרטים שוברי קופות מכסחי השדים , בכיכובם של דן אקרויד וביל מארי השוטר מבוורלי הילס , בכיכובו של אדי מרפי אינדיאנה ג ונס והמקדש הארור , בכיכובו של האריסון פורד גרמלינס קראטה קיד תרגיל לשוטרים מתחילים פוטלוס , בכיכובו של קווין בייקון בעקבות האוצר הרומנטי גשם סגול , בכיכובו של פרינס"
Top2Vec,Wiki:clean_text,7,3107,"מדליית פילדס באנגלית היא אחד משני הפרסים הבין לאומיים היוקרתיים ביותר במתמטיקה. הפרס מוענק אחת לארבע שנים לעד ארבעה מתמטיקאים מתחת לגיל ארבעים, ונועד לתת הערכה ועידוד למתמטיקאים צעירים שהגיעו להישגים יוצאי דופן. הענקת הפרס נעשית במסגרת הקונגרס הבין לאומי של המתמטיקאים. הפרס קרוי על שמו של המתמטיקאי הקנדי , יוזם הפרס. עד להשקת פרס אבל תוארה המדליה כמקבילה המתמטית לפרס נובל, שאינו מוענק בתחום זה. יו"
Top2Vec,Wiki:clean_text,7,339,"פרס טיורינג באנגלית . . הוא פרס בין־לאומי בתחום מדעי המחשב. הוא ניתן על ידי ה־ , בגין הישג יוצא דופן בתחום מדעי המחשב. בתחום זה שקול הפרס מבחינת יוקרתו לפרס נובל, שאינו מוענק בתחומי המתמטיקה ומדעי המחשב. הפרס קרוי על שמו של אלן טיורינג, מתמטיקאי בריטי שנחשב לאבי מדעי המחשב התאורטיים והבינה המלאכותית. הפרס ניתן מדי שנה, החל משנת . משנת חולק לזוכים פרס כספי של , דולר שמומן על ידי החברות אינטל וגוגל."
Top2Vec,Wiki:clean_text,7,2684,"פרס נובל לפיזיולוגיה או לרפואה מוענק מדי שנה, החל משנת , לאנשים אשר תרמו תרומה ייחודית או ביצעו מחקר יוצא דופן בתחום הפיזיולוגיה או הרפואה. הפרס מוענק על ידי מכון קרולינסקה השוודי. בין השנים הוענקו פרסי נובל לפיזיולוגיה או לרפואה. הפרס הוענק ל זוכים מתוכם נשים . ו יהודים . סכום הפרס לשנת נקבע על מיליון קרונות שוודיות . מיליון דולר לפרס נובל מלא. ברברה מקלינטוק היא האישה היחידה שקיבלה פרס נובל מלא "
Top2Vec,Wiki:clean_text,8,7195,בערך זה מצוינים אירועים בולטים שהתרחשו במהלך שנת ונוגעים לתחום הספרות. אירועים בולטים ספרים חדשים נבחרים סיפורת שבט דוב המערות מאת ג ין מ. אואל צבע הכשף מאת טרי פראצ ט רובוטים של שחר מאת אייזק אסימוב ספרי אימה בית כברות לחיות שעשועים מאת סטיבן קינג כריסטין מאת סטיבן קינג נולדו ג ייסון ריינולדס סופר אמריקאי של רומנים ושירה לנוער. פרסים פרס פוליצר לספרות הצבע ארגמן מאת אליס ווקר שהוסרט בשם זהה על יד
Top2Vec,Wiki:clean_text,8,7185,"בערך זה מצוינים אירועים בולטים שהתרחשו במהלך שנת ונוגעים לתחום הספרות. אירועים בולטים ספרים חדשים נבחרים סיפורת נקודת ההונאה מאת דן בראון אלים אמריקאים מאת ניל גיימן פנטזיה בית שחור מאת סטיבן קינג קרטר מנצח את השטן מאת גלן דייוויד גולד אימה לוכד החלומות מאת סטיבן קינג ספרות בלשית אפילה כהה מלילה מסדרת הארי בוש , מאת מייקל קונלי החידה השישית מסדרת ג וש שירמן , מאת יאיר לפיד צלה של הרוח מאת קרלוס רו"
Top2Vec,Wiki:clean_text,8,7194,בערך זה מצוינים אירועים בולטים שהתרחשו במהלך שנת ונוגעים לתחום הספרות. אירועים בולטים ספרים חדשים נבחרים סיפורת ספרי מדע בדיוני היו שלום ותודה על הדגים מאת דאגלס אדמס נוירומנסר מאת ויליאם גיבסון כופרי חולית מאת פרנק הרברט ספרי פנטזיה עיני דרקון מאת סטיבן קינג הקמיע מאת סטיבן קינג ספרי מתח רזה מאת סטיבן קינג תחת שם העט ריצ רד באקמן המרדף אחר אוקטובר האדום מאת טום קלנסי ספרי ילדים ונוער המלחמה האיומ
Top2Vec,Wiki:clean_text,9,12260,"אובורחאנגאי במונגולית , הוא אחד מ האיימאגים מחוזות של מונגוליה. פירוש השם חאנגאי התחתונה . האיימאג ממוקם בדרום המדינה ובירתו היא ארבאיחר. העיר חרחורין, שנקראה בעבר קארקורום והייתה בירת האימפריה המונגולית, נמצאת בסום באותו שם במחוז זה. סומים תת מחוזות ארבאיחר ברונביין אולן בט אולזי ביינגול ביין אונדור בוגד בורד גוצ ין אוס חרחורין חיירחנדולן חוג ירט נרינטל אולזיט סנט טרגט טוגרוג אויינגה יוסונזויל זו"
Top2Vec,Wiki:clean_text,9,12053,גובי אלטאי במונגולית הוא השני בגודלו מבין האיימאגים מחוזות של מונגוליה רק מחוז אומנוגובי גדול ממנו. האיימאג ממוקם במערב המדינה ובירתו היא אלטאי. סומים תת מחוזות אלטאי ביין אול ביגר בוגט צ נדמני דריב דלגר ארדנה חריון חוחמוריט ג רגלן שרגה טאישיר טוגרוג טונחיל צל צוגט יוסונבולג קישורים חיצוניים ערים בגובי אלטאי מפות ונתונים קטגוריה מונגוליה מחוזות קטגוריה מדינות וטריטוריות שהוקמו ב
Top2Vec,Wiki:clean_text,9,12046,דורנוגובי במונגולית הוא אחד מ האיימאגים מחוזות של מונגוליה. האיימאג ממוקם במזרח מדבר גובי ומכאן פירוש שמו מזרח גובי . בירת דורנוגובי היא סיינשנד. סומים תת מחוזות אלטנשירה אייראג דלנג רגלן דלגרח ארדנה חטנבולג חובסגול איחוט מנדח אורגון סייחנדולן סיינשנד אולנבדרח זמין אוד קישורים חיצוניים ערים בדורנוגובי מפות ונתונים קטגוריה מונגוליה מחוזות
Top2Vec,Wiki:clean_text,10,2534,אירועים בולטים בעולם שמאל סירס הופך למבנה הגבוה ביותר בעולם לאחר שנפתח באופן רשמי ב במאי שמאל מגוון תמונות ממלחמת יום הכיפורים נולדו שמאל אביתר בנאי שמאל קובי מחט שמאל ליאור כלפון שמאל אביב גפן שמאל אורלי לוי אבקסיס שמאל אריק בנדו שמאל ראיין גיגס שמאל שלומי סרנגה שמאל דניאל סלומון נפטרו שמאל יעקב דורי שמאל פבלו פיקאסו פיקסלים ורוניקה לייק פיקסלים ולטר אולבריכט טקסט פיקסלים דוד בן גוריון לוח שנה קי
Top2Vec,Wiki:clean_text,10,2516,אירועים נולדו פיקסלים מאיר אריאל שמאל סטיבן הוקינג שמאל מוחמד עלי שמאל אאוזביו שמאל אהוד ברק שמאל גאולה נוני שמאל האריסון פורד שמאל ג ימי הנדריקס שמאל יורם ארבל פרנקלין שמאל פול מקרטני פיקסלים ג ו ביידן נפטרו שמאל אדית שטיין שמאל יאנוש קורצ אק שמאל אברהם שטרן יאיר שמאל פנחס רוטנברג לוח שנה קישורים חיצוניים
Top2Vec,Wiki:clean_text,10,2518,"אלפרד יודל חותם על כניעת גרמניה הנאצית הטלת פצצה גרעינית על הירושימה ונגסאקי, אוגוסט אירועים נולדו שמאל בוב מארלי שמאל יענקל ה רוטבליט שמאל עמי אילון שמאל אהוד אולמרט שמאל משה קצב נפטרו מרץ לא ידוע תאריך מדויק אנה פרנק נרצחת במחנה ברגן בלזן לוח שנה קישורים חיצוניים"
Top2Vec,Wiki:lemma_text,0,8165,רובה חיידק פלדה גורל חברה אדם אנגלית ספר שנה ארד דיימונד פרופסור פיזיולוגיה התמחה חקר אבולוציה ציפור גינאה חדש ספר מנסה עינה שאלה מדוע אירופי אסייתי פיתח טכנולוגיה התקדם מוקדם חלק עולם עינה שאלה סוקר דיימונד היסטוריה אנושי שנה אחרון תווך דגש אזור השפעה התפתחות אוכלוסייה מקום דבר הבדל התפתחות יבשה נובע עליונות מקור תבונה עדיף צירוף גורם ביות מוקדם בעל חי צמח התאפשר
Top2Vec,Wiki:lemma_text,0,22105,אן פיר אנטואן דה מונה אביר דה צרפתית אוגוסט דצמבר חוקר טבע צרפתי בולט מאה ידוע מפתח תורה התפתחות מובן שונה מושג אבולוציה מוכר יום ראשון השתמש מושג ביולוגיה הובן מודרני ביוגרפיה אן דה נולד אוגוסט כפר פטי צפון צרפת צעיר אח נצר משפחה בעלה מסורת צבאי ארוך שנה אח בכור נהרג קרב שנה אח נוסף עדיין מהלך שירות צבאי שנה עשרה חי שנה גיל
Top2Vec,Wiki:lemma_text,0,7005,נחשב אב מודרני מדע עוסק רעל היווצרות השפעה מדע תחומי בעל קשר הדוק ביולוגיה ביוכימיה רפואה היסטוריה חיבור קדום הוקדש אופן שיטה חקר רעל צומח חי ריבה סיווג זיהוי טיפול אחד חלק מרכזי חיבור בסנסקריט נכתב מאה ספירה אולי חלק כבר לפנה חיבור השפיע מסורה רפואי רב נכתב בסנסקריט תורגם ערבית שפה נוסף תרגום הגיע רעיון דרום מזרח מזרח תיכון טיבט סוף אירופה רופא יווני פעל חצר קיסר רומי
Top2Vec,Wiki:lemma_text,1,8292,יפנית אומנות לחימה יפני מודרני בודו ספורט לחימה עוסק לוחמה התפתח מגוון שיטה לחימה יפני מסורתי קורה עסק לוחמה חרב מהלך מאה שמונה עשרה עשרה בית ספר וטסו שנה הוגדר רעיון מאחורי חינך רוח אנושי יד יישום עיקרון כאן משמעת עצמי זמן טכניקה לחימה וטסו נלמד חרב עשוי במבוק חצוי נקרא הגן גוף ראש עוסק נקרא השתמש חרב עץ בוק חרב מתכת ארוך קצר
Top2Vec,Wiki:lemma_text,1,4100,סיכון שם מקורי ריסק משחק לוח מבוסס תור יועד שניים שישה השתתף משחק מתרחש מפה עולם מחולק ארבעה שניים חלק נקרא טריטוריה מדינה תואם חלוקה מדיני עולם שחקן שולט טריטוריה מסוים נלחם בעזרת צבא קיבל מהלך משחק שחקן מטרה שחקן כיבוש עולם השלמה משימה קיבל תחילה משחק קרב מתבצע יד הטלה קובייה משחק שווק ישראל גרסה עברי שם סיכון מותג משחק קודקוד רקע משחק הומצא שנה יד במאי צרפתי אלבר מוראלס להיות יוצר החיל תקופה בע
Top2Vec,Wiki:lemma_text,1,1955,הגנה שייך סוג פתיחה שחמט רגל מלך שחור הגיב צורה ישיר עקיף סוג פתיחה משחק חצי פתוח כלול הגנה קארו קאן הגנה הגנה צרפתי הגנה נקרא שם אלוף עולם אלכסנדר תחרות בינלאומי בודפשט שנה השתמש הצלחה פתיחה שימוש כבר סוף שנה מאה שנה יד אהרון בא יד ביטוי אמור תחרות הצליח שילב טקטיקה הגנה רעיון אסטרטגי יצא סגנון מסורתי
Top2Vec,Wiki:lemma_text,2,17112,אלגוריתם פורד אלגוריתם הפועל גרף מכוון משמש מציאה מסלול קל צומת אחד אחד צומת גרף אלגוריתם השיג תוצאה אלגוריתם אלגוריתם עובד גרף הכיל קשת בעלה משקל שלילי יתר גרף הכיל מעגל סכום משקל קשת שלילי גורם תשובה הוגדר שאלה מסלול קוצר מסוגל זיהה התריע גרף בעל צומת קשת זמן ריצה אלגוריתם זמן ארוך אלגוריתם תיאור אינטואיטיבי אלגוריתם השתמש טכניקה מכונה קל מתבסס
Top2Vec,Wiki:lemma_text,2,17207,סדר סריקה קודקוד חיפוש רוחב אלגוריתם חיפוש רוחב אנגלי ראש תיבה אלגוריתם משמש צומת גרף משל צורך חיפוש צומת מקיים תכונה מסוים גרף להיות מכוון מכוון צומת כלשהו גרף נקבע להיות צומת התחלתי אלגוריתם עובר צומת מרחק צלע אחד צומת מרחק הלאה צורה חיפוש חיפוש רוחב גרף חיפוש עומק גרף חיפוש רוחב גרף מכוון סורק גרף צורה מבטיח צומת נמצא רכיב קשירה צומת התחלתי נבדק סריקה נעשה זמן לינארי קשת
Top2Vec,Wiki:lemma_text,2,5902,מעגל קשת פרש מסלול סגור דוגמה גרף רשת תורה גרף מסלול מסלול גרף מכוון בל מכוון עובר צומת בדיוק פעם אחד מעגל מסלול גרף עובר צומת פעם אחד פרט צומת הוציא עובר בו בדיוק פעם התחלה סוף מונח קרוי שם ויליאם רואן המילטון מתמטיקאי אירי המציא משחק מציאה מעגל גרף שעשוע מתמטי קשור מסלול מעגל חידה מסע פרש שחמט נמצא מסלול גרף פרש בעיה
Top2Vec,Wiki:lemma_text,3,15636,בן עבד עזיז אאל סעוד ערבי מרץ אוגוסט יליד ריאד כיהן החיל יולי מוות מלך חמישה ערב סעודי ראש ממשלה מנהיג עשרה בית סעוד ביוגרפיה בן אחד עשרה מייסד ממלכה עבד עזיז אבן סעוד ראשון בן אישה שביעית חסה בנת אחמד שישה אח נוסף ביניים סלמאן מלך ערב סעודי נסיך סולטאן שר הגנה סגן שני ראש ממשלה נאיף שר פנים נמנה אח משפיע מסדר בית מלוכה ארך היסטוריה מודרני ערב
Top2Vec,Wiki:lemma_text,3,15599,אלד בן עבד עזיז בן עבד ערבי יוני מלך רביעי ערב סעודי שנה מנהיג עשרה בית סעוד אלד עלה שלטון התנקשות חי אח חצי מלך נבחר יורש שנה פה אח מבוגר לפיכך אמור קיבל כתר סירוב אח בכור מוחמד בן עבד עזיז הקנה מלוכה מלכות עניין פנים מחונן ניסיון שלטוני רב שימש מושל חג שנה שר פנים ממלכה החיל אלד
Top2Vec,Wiki:lemma_text,3,6546,פייסל מימן חי ויצמן צולם שנה פייסל ראשון מלך עיראק חיפה פייסל אבן חוסיין ספטמבר ערבית העתיק אבן חסין זמן קצר מלך ממלכה ערבי סוריה שנה מלך עיראק שנה בן שושלת חי פייסל נולד יום ערב סעודי בן שלושה חוסיין בן עלה יום שריף גדול מכה שנה משפחה איסטנבול נקרא אב יד סולטאן שנה נבחר נציג עיר דה פרלמנט מאני פרוץ מלחמה עולם
Top2Vec,Wiki:lemma_text,4,11776,הודי עונד צמיד ירוק יד שק אפונה ירוק אילנית אוסטרלי לבן ירוק צבע מתקבל יד אור תחום אורך גל קורב ננומטר תדירות מקורב טרה הרץ ספקטרום עין רגישות תא קולט אור הסתגלות חשכה עקומה אורך גל ננומטר קירוב מתאים צבע כחול ירוק הסתגלות תנאי אור עקומה שיא רגישות אורך גל ננומטר מתאים ירוק צהבהב צבע ירוק נחשב אחד צבע יסוד חיבורי אדום כחול תערובת צבע מתקבל ירוק יד ערבוב צבען צהוב מילה
Top2Vec,Wiki:lemma_text,4,12980,צבע חום שם כולל גוון כהה כתום מתקבל ערבוב צבע יסוד כחול צהוב אדום שונה צבע ספקטרום נתן קיבל צבע חום אור שילוב מקור אור החזרה משטח צבע מתאים מונח חום מתייחס גוון ארוך אורך גל אור צהוב כתום אדום שילוב בהירות רוויה נמוך חום צבע בעל מגוון גוון רחב ספקטרום חום אדום חום צהבהב חום כהה חום בהיר דוב חום שיחק מים בוצי איכר בגד חום תמונה שודד קן שימוש סמליות ביטוי צבע חום טבע צבע נפוץ צבע עין
Top2Vec,Wiki:lemma_text,4,9801,אפור צבע נפוץ טבע נוצר יד ערבוב חומר לבן שחור יד שילוב אור אדום ירוק כחול שווה עין אנושי עצם צבע מגוון ציפור תנאי תאורה מילה עברי אפור תואר שם שם עצם אפר שימוש משמעות מינסק נהר בלארוס חי אפור ציין חי שעמם מטרה תועלת אפור צבע מד חייל מדינה אמריקה מהלך מלחמה אזרח אמריקאי כחול צבע מד חייל צפון אפור גוון אפור שימש ביטוי מנעד נקודה קיצון ניגוד חד שחור לבן חי
