model,dataset,topic_id,doc_id,doc_text_short
C-Top2Vec,Wiki_clean_text_v2,7,3525,לוח זמנים ההיסטוריה סין למידע מפורט בדבר השושלות השולטות ותקופות שלטונן ראו היסטוריה סין סיכום והשוואה להיסטורית המערב היסטורית סין היסטורית המערב סין העתיקה תאריךהרשות השלטתמלךאירועים מיוחדיםאירועים ואנשים נוספים לפנה סס אנ וו שליטים קיסרים תקופה חלק מהמיתולוגיה הסינית לפנה שושלת לפנה לפנה סשושלת אנ עדויות ראשונות לכתב הסיני לפנה לפנה סשושלת ג'ו המלך וו לפנה סהמלך יו לפנה ססוף שושלת ג'ו המערבית ל
C-Top2Vec,Wiki_clean_text_v2,7,3449,אחרי שהצליח לאחד השבטים המונגולים נבחר טמוצ'ין בקורילטאי בשנת לעמוד בראש האימפריה המונגולית המתהווה וקיבל התואר ג'ינגיס חאן ג'ינגיס החאן הגדול הח'אקאן האימפריה כבר במהלך חייו הקצה ג'ינגיס שטחים לבניו ולקרובי משפחתו אחרים הקצאות נודעו כאולוס אחרי מותו ג'ינגיס בשנת ירש בתפקיד הח'אקאן בנו השלישי אוגדיי לאימפריה המונגולית עוד שני חאנים גדולים נוספים גויוק בנו אוגדיי ומונגקה בנו טולוי שהיה בנו הצעיר ג'
C-Top2Vec,Wiki_clean_text_v2,7,35,תרשים חאן אופייני חאן עומדאן בעכו חאן אורחה הנטוש בסמוך לגבעת אורחה שברמת הגולן שרידי החאן בשער הגיא חאן פראנג בצידון לבנון ח'אן חאן ברבים ח'אנים ערבית פרסית טורקית אכסניה לשיירות סוחרים שבה יכולות השיירות הנוסעות בדרכים לעצור למנוחת לילה מבלי לחשוש משודדי הדרכים אכסניה הייתה בדרך כלל רבועה מלבנית ולה שתי קומות ערוכות סביב חצר ית בקומה התחתונה אוחסנו בהמות המסע סוסים וגמלים והסחורה ובקומה השנייה ל
C-Top2Vec,Wiki_clean_text_v2,8,302,דרגת פילדמרשל בצבא בריטניה פילד מרשל פלד מרשל פלדמרשל מרשל בברית המועצות רוסיה ועוד גנרל פלדמרשל בגרמניה ובאוסטריה הדרגה הגבוהה ביותר בצבאותיהן רבות ממדינות העולם מקור המילה בגרמנית עתיקה אשר הסוסים סוס משרת מכאן אחראי הפרשים כאשר הכוונה לחיל הפרשים תפקיד בכיר במשק הבית מלך נסיך אציל בימי הביניים מאוחר המפקד הראשי הכח הצבאי בדרך כלל הדרגה ניתנת לגנרלים מזרועות היבשה בלבד כשגנרל מחיל הים מחיל האווי
C-Top2Vec,Wiki_clean_text_v2,8,3703,אדמירל דרגת קצונה בכירה בציים בעולם דרגת אדמירל מקבילה לדרגת גנרל בצבאות יבשה הדרגה מעליה אדמירל צי ומתחתיה תת אדמירל נחשבת בצבאות הרלוונטיים כדרגת ארבעה כוכבים מקור המילה מקור המילה בשיבוש הצירוף הערבי אמיר בחר נסיך הים בערבית תעתיק לטיני במסעות הצלב במאה ואולי עוד לפני למדו הצלבנים המילה ובלטינית ימי הביניים התקבלה המילה אדמירלוס האדמירל הראשון ככל הנראה גיאורגוס מאנטיוכיה אמיר האמירים הראשון שה
C-Top2Vec,Wiki_clean_text_v2,8,127,דרגות הוורמאכט הדרגות שהיו נהוגות בוורמאכט שמו הרשמי צבא הקבע גרמניה הנאצית בשנים הוורמאכט כלל שלוש זרועות חיל יבשה חיל אוויר לופטוואפה וחיל ים קריגסמרינה הדרגות טלאי הצווארון קרגנשפיגל כללו צבעי ואפנפרבה שונים בהתאם לחיל זרוע אליהן השתייכו כך לדוגמה קצין שריון בחיל היבשה ענד דרגות בעלות פאות בצבע ורוד וטלאי צווארון סמל חיל השריון ופאות ורודות דרגות הוורמאכט חיל היבשה לופטוואפה חיל אוויר קריגסמרינ
C-Top2Vec,Wiki_clean_text_v2,9,2502,כדורגלן השנה בעולם פיפ תואר אישי בכדורגל שחולק בסיס שנתי לשחקן ולשחקנית שנחשבים לטובים בעולם הפרס לגברים הוענק לראשונה בשנת ולנשים בשנת בשנים אוחד פרס כדור הזהב שהוענק ידי המגזין הצרפתי פראנס פוטבול כאשר התואר המאוחד נקרא כדור הזהב פיפ בשנת הסתיים האיחוד פרס כדור הזהב ופיפ הקימו פרס חדש בשם שהחליף פרס כדורגלן השנה בעולם פיפ בחירת הזוכים התבססה הצבעות המאמנים והקפטנים הנבחרות לאומיות החברות בפיפ מא
C-Top2Vec,Wiki_clean_text_v2,9,1426,כדור הזהב בצרפתית הידוע בתור פרס כדורגלן השנה באירופה פרס כדורגל שנוסד ידי המגזין הצרפתי פראנס פוטבול הפרס ניתן בסיס שנתי לכדורגלן שנחשב לזה שביצועיו הטובים בשנה הקלנדרית שחלפה הפרס נחשב לפרס האישי היוקרתי והמוערך ביותר בכדורגל ליונל מסי שחקן הכדורגל בעל מרב הזכיות בעולם כשלזכותו שמונה זכיות הרעיון להענקת הפרס הגה גבריאל האנוט עיתונאי פראנס פוטבול וכדורגלן עבר כשביקש מעמיתיו העיתונאים להצביע עבור 
C-Top2Vec,Wiki_clean_text_v2,9,2617,מטוס יאק יאקובלב חברת כלי טיס הידועה בשם משרד תכנון יאקובלב חברה רוסית ליצור תכנון ועיצוב כלי טיס מטוסי יאקובלב זכו לקידומת יאק ברוסית המשרד נוסד בשנת לפי צו קומיסריון לתעשייה כבדה תחת השם ואלכסנדר סרגייביץ יאקובלב מונה למנהלו במהלך מלחמת העולם השנייה יצר יאקובלב סדרת מטוסי קרב יאק שהיוו עמוד השדרה מטוסי חיל האוויר הסובייטי בשנת התמזג המשרד יחד מפעל התעופה סמולנסק ליצירת חברת יאקובלב למטוסים שהופר
C-Top2Vec,Wiki_clean_text_v2,10,4953,אירועים נולדו נפטרו לוח שנה שנת לפי הלוח היוליאני
C-Top2Vec,Wiki_clean_text_v2,10,4614,אירועים נולדו נפטרו לוח שנה שנת לפי הלוח היוליאני
C-Top2Vec,Wiki_clean_text_v2,10,4535,אירועים נולדו נפטרו לוח שנה שנת לפי הלוח היוליאני
C-Top2Vec,Wiki_clean_text_v2,11,3828,אירועים נולדו נפטרו בינואר רבי אברהם אבן עזרא מגדולי המשוררים ופרשני המקרא בימי הביניים לוח שנה
C-Top2Vec,Wiki_clean_text_v2,11,1270,אירועים נולדו אברהם אבולעפיה פילוסוף רב ומקובל תאריך מדויק ידוע משה די לאון מקובל ספרדי שהפיץ לראשונה ספר הזוהר וע המחקר חיברו נפטרו לוח שנה
C-Top2Vec,Wiki_clean_text_v2,11,4532,אירופה בשנת אירועים נולדו נפטרו פיטר כריסולוגוס ממורי הכנסייה נולד לוח שנה
C-Top2Vec,Wiki_clean_text_v2,12,2996,מונגוליה מחולקת מחוזות מחוז נקרא איימאג מכיוון שמונגוליה החיצונית הייתה פרובינציה סין חולקה נספחים והדבר השתמר לאחר שהכריזה מונגוליה עצמאותה מעמדה עיר הבירה אולן בטור מיוחד והיא שייכת למחוז כלשהו רשימת מחוזות איימאג עיר בירה שטח בקמ אוכלוסייה ארחאנגאי צצרלג באיינחונגור באיינחונגור באיין אולגי אולגי בולגאן בולגאן דרחאן אול דרחאן דורנוד צ'ויבלסאן דורנוגובי סיינשנד דונדגובי מנדלגובי גובי אלטאי אלטאי 
C-Top2Vec,Wiki_clean_text_v2,12,134,גובי אלטאי במונגולית השני בגודלו מבין האיימאגים מחוזות מונגוליה מחוז אומנוגובי גדול ממנו האיימאג ממוקם במערב המדינה ובירתו אלטאי סומים תת מחוזות אלטאי ביין אול ביגר בוגט צ'נדמני דריב דלגר ארדנה חריון חוחמוריט ג'רגלן שרגה טאישיר טוגרוג טונחיל צל צוגט יוסונבולג
C-Top2Vec,Wiki_clean_text_v2,12,115,סוחבאטאר במונגולית אחד האיימאגים מחוזות מונגוליה האיימאג ממוקם במזרח המדינה ובירתו ברון אורט קרוי הגיבור הלאומי המונגולי דמדין סוחבאטאר סומים תת מחוזות אסגט ברון אורט ביינדלגר דריגנגה ארדנצגן חלזן מונחן נרן אונגון סוחבאטאר טובשינשירה טומנצוגט אולביין
C-Top2Vec,Wiki_clean_text_v2,13,2431,סמלה רו בלגנדריום טולקין מלכי רו שליטי ממלכת רו ממלכת רו ממלכה בארץ התיכונה שנוסדה באמצע האלף האחרון העידן השלישי שורשיה רו נעוצים עמוק בעבר בתור אנשי הצפון ובעלי בריתה גו דו רי הא מר'ויני ינ בנו לאחר התבוסה נגד רוכבי הקרונות בקרב המישורים נסוג צפונה משרידי אנשי הצפון והקים הא ימ מלך גו דו הסתייע בא בפיקודו ינ והשמיד כמעט שליש מצבאם רוכבי הקרונות בד גו בשנת פורתויני פו ינ בנו ינ הודיע למלך גו דו ד
C-Top2Vec,Wiki_clean_text_v2,13,4327,קי במקור וישנן גרסאות אחרות שמו במיתולוגיה הנורדית דמותו נוכל תכסיסן וערמומי העובר חוקי הטבע ועל כללי ההתנהגות המקובלים חייו מבלה לוקי האלים ותעלוליו מסבכים פעמים רבות מצליח להטות הכף ולהביא תועלת לבני האדם ולאלים מספק מיטב הנשקים אולם לבסוף פונה נגדם דמותו המורכבת והאמביוולנטית לוקי אינה ברורה די הצורך ודיונים עליה נפוצים במחקר אטימולוגיה מקור שמו ככל הנראה מהפועל הנורדי העתיק שפירושו לסגור לחתום
C-Top2Vec,Wiki_clean_text_v2,13,4558,הקומדיה האלוהית באיטלקית פואמה סיפורית דידקטית אלגורית מאת המשורר האיטלקי דנטה אליגיירי העוסקת במסע חזיוני המשורר מהגיהנום גן עדן היצירה חוברה בתחילת המאה ונחשבת ליצירת מופת הספרות העולמית וליצירה החשובה ביותר בשפה האיטלקית מבנה היצירה הקומדיה האלוהית מורכבת משלושה חלקים קנטיקות אחד מהחלקים מורכב בתי שיר קנטו ובתוספת בית שיר כהקדמה מאה בתי שיר בסך הכל שורה מורכבת הברות הנדקסילביות והקנטו כולו בנוי
C-Top2Vec,Wiki_clean_text_v2,14,996,מניין בני ישראל פרשת פרשת השבוע הראשונה בספר במדבר מתחילה בראש הספר ומסתיימת לפי חלוקת הפרקים בפרשת במדבר פסוקים והיא השלישית באורכה מבין פרשות התורה מבחינת מספר הפסוקים מחולקת פרשיות מיקום מתוכן פרשיות פתוחות סתומות בפרשה כלל מצוות הפרשה האחרונה האחת לפני האחרונה הנקראת במהלך ספירת העומר לרוב נקראת הפרשה סמוך לראש חודש סיוון תוכן הפרשה הפרשה עוסקת בעיקר במניינים ובמ פקדים בני ישראל ושבטיו בחודש ה
C-Top2Vec,Wiki_clean_text_v2,14,2125,שלט בבית פרטי בירושלים המצהיר שכל תוצרת הגינה הפקר בשל שנת שמיטה פרשת ינ פרשת השבוע התשיעית בספר ויקרא לפי החלוקה לפרקים מתחילה ומסתיימת בשנים שאינן מעוברות קוראים בדרך כלל פרשת בהר ביחד פרשת בחוקותי תוכן הפרשה הפרשה מפרטת דינים והלכות כלכליים ובהם מצוות השמיטה היובל ודינים נלווים גאולת קרקע בתים ושדות בתקופת היובל ובכלל איסור מכירת הארץ לצמיתות אונאת ממון ואונאת דברים איסור ריבית דיני עבד עברי די
C-Top2Vec,Wiki_clean_text_v2,14,1739,משה מכה בסלע ציור מאת הצייר הצרפתי נוצרי ניקולא פוסן פרשת פרשת השבוע השישית בספר במדבר לפי החלוקה לפרקים פותחת בתחילת ומסתיימת מפרשה מתחילה התורה לפרט קורות בני ישראל במשך ארבעים שנות שהותם במדבר סיני בשנת הארבעים ליציאת מצרים בניגוד לפרשות הקודמות בספר שתיארו האירועים שבשנה השנית לצאתם ממצרים תוכן הפרשה נחש הנחושת ציור הצייר הרוסי נוצרי פיודור ברוני הפרשה נפתחת בסוגיה הלכתית ארוכה בעניין מצוות פר
C-Top2Vec,Wiki_clean_text_v2,15,1961,שלושה דגמי אריזה במבה מ הוותיק ביותר ובאמצע חדיש במבה חטיף העשוי מבוטנים ותירס המיוצר ידי חברת אסם מתחילת היסטוריה החטיף פותח ידי החברה בזמן שיוסף שוורץ הטכנולוג הראשי בתחילת דרכו החטיף בטעם גבינה אולם שיווקו נשא רווחים משמעותיים באפריל שווק חטיף הבמבה בחמישה טעמים בוטנים גריל תירס קימל וגבינה ומאז משווק החטיף בטעם הבוטנים בראשית שנות הבמבה מזוהה כחטיף לילדים ואסם ניסתה לקדם צריכתו בקרב מבוגרים הה
C-Top2Vec,Wiki_clean_text_v2,15,4,ביסלי חטיף מלוח המיוצר ידי חברת אסם היסטוריה החטיף מיוצר משנת ופותח ידי צוות שבראשו עמד מהנדס המזון דן פרופר לימים מנכ החברה ועל ידי יאיר ויל שהיה המדען הראשי בחברה מסוף שנות ועד ויל סיים לימודיו באוניברסיטת קליפורניה בברקלי בכימיית מזון ולאחר פוסט דוקטורט בשיקגו חזר לאסם כמדען ראשי החטיף פותח לפי רעיון אפרים סעדון מנהל ייצור בחברה לאחר תיבול הבצק במספר טעמים ערך פרופר מבחן טעימה בתיכון הדתי הצמוד
C-Top2Vec,Wiki_clean_text_v2,15,1798,שלט פרסומת למשקה קריסטל חנות מכולת בקריית שמונה קריסטל סדרת משקאות המיוצרת ידי חברת יפאורה תבורי מאז סדרת קריסטל הושקה באפריל ידי חברת תבורי שלושה טעמים סודה משקה לימון ומשקה אורנג בטעם תפוז שווק כמשקה בריא המיוצר ממים רכים שמהם הוסרו חומרים מזיקים ובלא תוספת צבע מאכל וחומרים מלאכותיים בשנת הושק סיסמת הפרסום קריסטל הפסקה עשה קריסטל שתה בתחילת הדרך נמכרו המשקאות בבקבוקי זכוכית וקו המוצרים כלל משקאו
C-Top2Vec,Wiki_clean_text_v2,16,4781,נמל התעופה הבין לאומי בן גוריון בראשי תיבות נתב נמל התעופה הבין לאומי הגדול ביותר בישראל מבחינת תעבורת נוסעים וכלי טיס ומשמש כשער הכניסה והיציאה הראשי למדינה מאז הקמתו הנמל שוכן במרחק מירושלים וכ מתל אביב בעת הקמתו ידי רשויות המנדט הבריטי בשנת לפני קום המדינה כונה שדה התעופה בשם העיר לוד וגם שדה התעופה וילהלמה היישוב הטמפלרי וילהלמה ששכן בסמוך לאחר מלחמת העצמאות המשיך להיקרא שדה התעופה לוד העיר לו
C-Top2Vec,Wiki_clean_text_v2,16,4845,רשות שדות התעופה בישראל מכונה בראשי תיבות רש הוקמה בשנת כתאגיד סטטוטורי מכוח כרשות המופקדת תפעולם שדות התעופה האזרחיים העיקריים בישראל מקום מושבה בנמל התעופה בן גוריון תפקידי הרשות הכיכר וחנויות פטורות ממכס בנמל התעופה בן גוריון דגלי רשות שדות התעופה וסמלה הקודם במעבר יצחק רבין מעבר טאבה תפקידי הרשות מוגדרים הקובע כדלקמן בנוסף מוענקת לרשות שדות התעופה רשות לתת שירותים אחרים בשדות התעופה בקשר שדות 
C-Top2Vec,Wiki_clean_text_v2,16,890,בדולח מושב עובדים והתנחלות בגוש קטיף שברצועת עזה כשלושה מצפון מזרח לרפיח המושב השתייך לארגון יישובי אמנה ונשא אופי דתי היישוב פונה בעקבות תוכנית ההתנתקות היסטוריה הקמת היאחזות נח בדולח הוחלט בינואר ידי ועדת שרים לענייני ביטחון בעצם ימי המשא ומתן לגיבוש הסכם השלום בין ישראל למצרים ההחלטה הורתה להקים הנקודה שכונתה קטיף תוך שלושה שבועות בינואר התקיים במקום סיור הגורמים המיישבים שקבעו מיקום הנקודה המק
C-Top2Vec,Wiki_clean_text_v2,17,3831,פרס זאב לספרות ילדים ונוער פרס שנתי אשר הוענק לסופרים ומשוררים בולטים שכתבו בתחום ספרות ילדים ונוער הפרס נקרא שמו אלוף משנה אהרן זאב קצין החינוך הראשי צה בשלהי שנות המאה וסופר ומשורר לילדים הפרס הענק ידי האגודה למען החייל הקרן להנצחת אהרן זאב עיריית תל אביב יפו בית אריאלה ומשרד החינוך מדור לספרות ילדים ונוער והקרן להנצחת אהרון זאב הפרס חולק שנת תשס ואינו מחולק עוד הזוכים שנהזוכהספר מפעלהוצאה בנ תמ
C-Top2Vec,Wiki_clean_text_v2,17,138,הזמנה לוועידה עברית הזמנה לוועידה גרמנית שלט המציין מקום ועידת קטוביץ ועידת קטוביץ הייתה ועידה שהתכנסה בנובמבר בעיר קטוביץ שבחבל שלזיה בגרמניה כיום בפולין ביוזמתם הד יהודה לייב פינסקר והרב שמואל מוהליבר בוועידה שנערכה בלשכת קונקורדיה בני ברית בעיר השתתפו נציגים חובבי ציון מרוסיה מרומניה משלזיה מגרמניה ומצרפת ובהם ראשי חיבת ציון קלונימוס זאב ויסוצקי משה לייב ליליינבלום שאול פנחס רבינוביץ שפ אלכסנדר
