model,dataset,topic_id,top_terms,topic_size
LDA,Wiki:clean_text,18,"לפנה_ס, היה, על, הראשון, שמאל, בין, ס, בלטינית, לאחר, הייתה, השני, הקיסר",
LDA,Wiki:clean_text,19,"היא, על, כל, אם, על_ידי, כאשר, ב, או, ה, גם, ו, קבוצה",
LDA,Wiki:clean_text,20,"קטגוריה, קישורים_חיצוניים, בשנת, את_הקריירה, שנולדו_ב, ו, על, במדי, הבקעה, מנחם, עבר, ב",
LDA,Wiki:clean_text,21,"בשנת, היא, ב, באוניברסיטת, נולדה, ו, ספרות, ביוגרפיה, למדה, בשנת_., על, ספרים",
LDA,Wiki:clean_text,22,"הם, גם, או, שמאל, עם, בין, בעיקר, היא, על, על_ידי, כמו, כגון",
LDA,Wiki:clean_text,23,"היישוב, על_ידי, בשנת, על, שם, בית, המושב, היסטוריה, הקיבוץ, הוקם, קיבוץ, מושב",
LDA,Wiki:clean_text,24,"בשנת, ב, על_ידי, ישראל, הרב, הסדרה, היה, ג, א, על, ה, בית_הספר",
LDA,Wiki:clean_text,25,"הלהקה, עם, היא, ב, האלבום, להקת, בשנת, מטאל, גם, על, אשר, שירה",
LDA,Wiki:clean_text,26,"העיר, היא, על, שמאל, היסטוריה, באזור, עיר, על_ידי, שם, או, הייתה, מחוז",
LDA,Wiki:clean_text,27,"על, היה, בן, שמאל, היו, על_פי, או, לפי, עם, יום, חודש, הייתה",
LDA,Wiki:clean_text,28,"שמאל, על_ידי, היא, אשר, הישיבה, ה, עם, על, ק, של_המאה, מנוע, קטגוריה_ערכים",
LDA,Wiki:clean_text,29,"או, היא, על, גם, על_ידי, הם, שמאל, כל, לא, בדרך_כלל, כמו, באמצעות",
LDA,Wiki:lemma_text,0,"מבנה, מוזאון, רחוב, יד, בית, נבנה, שם, אנגלית, בניין, יום, עיר, ירושלים",
LDA,Wiki:lemma_text,1,"ראשון, מלחמה, יום, גרמני, צבא, קרב, שניים, יד, גרמנייה, מלחמה_עולם, צרפת, תקופה",
LDA,Wiki:lemma_text,2,"שפה, שונה, שם, שימוש, יד, מחשב, מקור, אנגלית, שימש, תוכנה, מילה, רב",
LDA,Wiki:lemma_text,3,"תחום, אדם, שונה, אחד, דוגמה, יד, משפט, הגדרה, קיים, קבוצה, צורה, פעולה",
LDA,Wiki:lemma_text,4,"חומר, תא, גוף, תהליך, כוכב, אוויר, יד, אחד, מערכה, נמצא, נוזל, חלל",
LDA,Wiki:lemma_text,5,"מחלה, אנגלית, עצם, שונה, חלק, אחד, רב, צורה, תא, סוג, יד, קומיקס",
LDA,Wiki:lemma_text,6,"חברה, יחידה, חטיבה, צה, חוק, ישראל, ישראלי, שירות, מחקר, מחלקה, תחום, היסטוריה",
LDA,Wiki:lemma_text,7,"מדינה, ארץ_ברית, בצק, פוליטי, חוק, עולם, אנגלית, הודו, יד, דת, שלטון, זכות",
LDA,Wiki:lemma_text,8,"יישוב, שם, מושב, קיבוץ, יד, כפר, ישראל, היסטוריה, מקום, נמצא, בית, מועצה_אזורי",
LDA,Wiki:lemma_text,9,"ישראל, שם, יהודי, ארץ_ישראל, יום, ועדה, יד, חבר, אביב, ירושלים, ראשון, עבודה",
LDA,Wiki:lemma_text,10,"משחק, קבוצה, סדרה, שחקן, נבחר, עונה, שיחק, ליגה, ראשון, אחד, מועדון, עולם",
LDA,Wiki:lemma_text,11,"נולד, ספר, אב, בן, שם, סרט, חי, ראשון, ביוגרפיה, משפחה, כתב, סופר",
LDA,Wiki:lemma_text,12,"יום, שם, בן, ספר, יהודי, הלכה, מקור, תפילה, רב, פה, חלק, אחד",
LDA,Wiki:lemma_text,13,"יווני, תרבות, שימוש, עקר, מים, רב, מאה, שימש, פילוסופיה, מטבע, חומר, עתיק",
LDA,Wiki:lemma_text,14,"קטגוריה, משפחה, נולד, שם, ישראל, תל_אביב, בית, בן, קישור_חיצוני, ביוגרפיה, ראשון, אב",
LDA,Wiki:lemma_text,15,"עיר, אזור, מדינה, שטח, נהר, מחוז, גשר, שם, חלק, נמצא, גדול, צפון",
LDA,Wiki:lemma_text,16,"מין, משפחה, סוג, שם_מדעי, גדול, חי, צמח, בעל, עץ, קטן, מצוי, בעל_חי",
LDA,Wiki:lemma_text,17,"רב, ישראל, ספר, ישיבה, בן, שם, ארגון, יהודי, תנועה, אב, ראשון, חי",
LDA,Wiki:lemma_text,18,"דגל, שיר, מוזיקה, ראשון, מלך, יידיש, כתב, שירה, יצירה, תיאטרון, בן, דוד",
LDA,Wiki:lemma_text,19,"להקה, אלבום, סגנון, מוזיקה, שיר, ראשון, רב, שם, מטאל, אוניברסיטה, אחד, רוק",
LSA,Wiki:clean_text,0,"או, שמאל, היא, על, היה, ב, בשנת, על_ידי, ה, עם, גם, בין",
LSA,Wiki:clean_text,1,"או, בשנת, היה, ב, נולד, היא, ביוגרפיה, הם, כל, נולד_ב, ישראל, יש",
LSA,Wiki:clean_text,2,"היישוב, העיר, המושב, הקיבוץ, הכפר, שמאל, נולד, היסטוריה, נמצא, היה, מושב, ביוגרפיה",
LSA,Wiki:clean_text,3,"הוא_היום, בשנה_מעוברת, לפנה_ס, ה_בשנה, ביום_זה, אירועים_היסטוריים, עד_לסיום, עוד_ימים., קרב, נשארו_עוד, ,_בשבוע, השנה,_נשארו",
LSA,Wiki:clean_text,4,"קטגוריה, קישורים_חיצוניים, העיר, היישוב, דגל, לפנה_ס, הוא_היום, בשנה_מעוברת, נהר, הדגל, הנהר, ה_בשנה",
LSA,Wiki:clean_text,5,"לפנה_ס, קטגוריה, היה, הוא_היום, בשנה_מעוברת, דגל, בן, ס, מלך, ה_בשנה, המאה_ה, המלך",
LSA,Wiki:clean_text,6,"קטגוריה, העיר, קישורים_חיצוניים, שם_מדעי, דגל, היא, הייתה, הדגל, עיר, היישוב, מחוז, הלהקה",
LSA,Wiki:clean_text,7,"דגל, שם_מדעי, הדגל, קטגוריה, מינים, מין, סוג, קישורים_חיצוניים, משפחה, הם, מאפיינים, ממשפחת",
LSA,Wiki:clean_text,8,"דגל, קטגוריה, הדגל, קישורים_חיצוניים, הנהר, נהר, העיר, שם_מדעי, קטגוריה_כדורגלני, אירועים, לבן, לוח_שנה",
LSA,Wiki:clean_text,9,"שמאל, הלהקה, אם, קבוצה, פונקציה, מספר, כל, לפנה_ס, הפונקציה, הקבוצה, משפט, נבחרת",
LSA,Wiki:lemma_text,0,"שם, עיר, ספר, ראשון, מדינה, יום, רב, בן, יישוב, יד, ישראל, משפחה",
LSA,Wiki:lemma_text,1,"יישוב, מושב, עיר, קיבוץ, ספר, כפר, משחק, תושב, אזור, מועצה_אזורי, סרט, להקה",
LSA,Wiki:lemma_text,2,"ספר, מין, אב, נולד, בן, יהודי, סוג, נהר, להקה, שפה, ישראל, אזור",
LSA,Wiki:lemma_text,3,"מדינה, יישוב, מושב, עיר, דגל, קיבוץ, נהר, מחוז, משפחה, מלחמה, קרב, מין",
LSA,Wiki:lemma_text,4,"משחק, קבוצה, שחקן, נבחר, ספר, שיחק, עונה, ליגה, מועדון, שפה, כדורגל, כדור",
LSA,Wiki:lemma_text,5,"מין, קטגוריה, משפחה, שם_מדעי, סדרה, נהר, צמח, שפה, להקה, סוג, מצוי, גדול",
LSA,Wiki:lemma_text,6,"דגל, עיר, נהר, להקה, סמל, שפה, מחוז, מין, צבע, אדום, מסמל, דגל_לאומי",
LSA,Wiki:lemma_text,7,"להקה, דגל, אלבום, שיר, מלך, משחק, מוזיקה, נהר, מדינה, קרב, יום, קטגוריה",
LSA,Wiki:lemma_text,8,"ספר, שפה, משחק, דגל, להקה, עיר, ארגון, מדינה, קטגוריה, מין, כתב, ארץ_ברית",
LSA,Wiki:lemma_text,9,"שפה, ספר, מדינה, נהר, עיר, משפחה, מין, משפחה_שפה, מלך, קבוצה, דובר, תא",
LDA,UGC:clean_text,0,"לא, את, ., על, של, זה, כל, אם, אין, עם, מה, יש",
LDA,UGC:clean_text,1,"., לא, את, ,, על, של, זה, עם, הוא, ?, מה, כל",
LDA,UGC:clean_text,2,"את, ., של, על, לא, עם, כל, ולא, ביבי, רק, ישראל, יש",
LDA,UGC:clean_text,3,"את, לא, ., של, כל, יש, עם, זה, על, גם, ,, רק",
LDA,UGC:clean_text,4,"לא, את, זה, ., של, עם, כל, הוא, ביבי, על, גם, ולא",
LDA,UGC:clean_text,5,"את, לא, הם, שלא, ., ולא, על, זה, או, כל, כי, אם",
LDA,UGC:lemma_text,0,"סגר, נדבק, קורונה, למה, מדינה, בידוד, פה, זמן, איש, הגיע, לי, עובד",
LDA,UGC:lemma_text,1,"ממשלה, אחד, בנט, קורונה, עושה, יום, שנה, שם, כבר, איש, שר, עולם",
LDA,UGC:lemma_text,2,"מת, מדינה, בית, ביבי, חולה, לי, קורונה, כבר, משרד_בריאות, בדיקה, יום, בית_חולה",
LDA,UGC:lemma_text,3,"איש, אחד, יום, שנה, לי, חברה, קורונה, מדינה, פה, מת, כבוד, קשה",
LDA,UGC:lemma_text,4,"שנה, ישראל, עולם, אלוהים, חי, רב, ביבי, חולה, דבר, באמת, אחד, נהיה",
LDA,UGC:lemma_text,5,"אחד, איש, חולה, בידוד, מסכה, אוטובוס, מדינה, יום, שם, בית, למה, ארץ",
LDA,UGC:lemma_text,6,"מדינה, ביבי, ממשלה, ראש_ממשלה, משפט, כלכלה, מושחת, נתניהו, עכשיו, סגר, נאשם, שר",
LDA,UGC:lemma_text,7,"ביבי, ישראל, כסף, איש, ציבור, ממשלה, מדינה, המשיך, יום, למה, שבוע, קורונה",
LDA,UGC:lemma_text,8,"חיסון, וירוס, נגיף, יום, חי, מדינה, ביבי, חומר, מחלה, קורונה, עצם, אזרח",
LDA,UGC:lemma_text,9,"כבוד, הצלחה, מאוד, לי, יפה, בריאות, תודה, יום, מזל, לך, מקסים, שם",
LDA,UGC:lemma_text,10,"כסף, עובד, עצמאי, מדינה, ממשלה, קיבל, שנה, איש, אזרח_ותיק, מס, חי, קצבה",
LDA,UGC:lemma_text,11,"סגר, מדינה, ביבי, גדול, גיל, קורונה, צעיר, גנץ, שם, גבר, נשאר, ילד",
LDA,UGC:lemma_text,12,"מסכה, איש, אפס, נתניהו, סגר, אחד, חנות, חי, עצם, הפגנה, נתן, ביבי",
LDA,UGC:lemma_text,13,"שבת, איש, משפחה, יום, תפילה, גדול, חזרה, התפלל, הגיד, יהודי, למה, מדינה",
LSA,UGC:clean_text,0,"לא, את, של, זה, ., על, עם, כל, מה, ,, גם, אין",
LSA,UGC:clean_text,1,"בנט, אתה, ביבי, לא, הם, ,, ., לך, !, נתניהו, יש, הוא",
LSA,UGC:clean_text,2,",, בנט, אתה, זה, של, לא, ?, !, היה, אם, מה, הוא",
LSA,UGC:clean_text,3,"לא, ,, של, עם, זה, בנט, אתה, על, ישראל, כל_הכבוד, כל, אף",
LSA,UGC:clean_text,4,"ביבי, של, הוא, זה, עם, אתה, גם, לך, כל_הכבוד, יש, ., אני",
LSA,UGC:clean_text,5,"זה, מה, אחד, הם, אף, לא, אני, ?, כבר, ביבי, גם, כסף",
LSA,UGC:lemma_text,0,"מדינה, איש, ביבי, יום, סגר, אחד, קורונה, חולה, בית, למה, לי, שנה",
LSA,UGC:lemma_text,1,"בנט, ביבי, ממשלה, סגר, חולה, נתניהו, מסכה, בידוד, נדבק, שר, ראש_ממשלה, כסף",
LSA,UGC:lemma_text,2,"כבוד, ישראל, סגר, חי, למה, ביבי, מאוד, מדינה, לי, תודה, ממשלה, בריאות",
LSA,UGC:lemma_text,3,"בנט, כסף, מדינה, סגר, חולה, נדבק, אזרח, קורונה, שר, שנה, חי, קיבל",
LSA,UGC:lemma_text,4,"מת, קורונה, למה, בידוד, עבודה, שנה, כבוד, מסכה, שפעת, ישראל, אוטובוס, עובד",
LSA,UGC:lemma_text,5,"מסכה, בידוד, למה, אוטובוס, בית, חולה, ממשלה, איש, ביבי, נוסע, נהג, שנה",
NMF,Wiki:clean_text,0,"או, אדם, לרוב, בדרך_כלל, המונח, על_פי, לעיתים, גם, לא, כמו, המילה, כגון",
NMF,Wiki:clean_text,1,"בשנת, נולד, ביוגרפיה, אביו, למד, באוניברסיטת, נולד_ב, שם, בגיל, ישראלי, עבד, סיים",
NMF,Wiki:clean_text,2,"היישוב, המושב, מושב, על_ידי, משפחות, ליישוב, הכפר, שם, בשנת, במושב, ביישוב, השייך_למועצה",
NMF,Wiki:clean_text,3,"היה, הראשון, בן, השני, אביו, לא, המלך, אך, היו, אשר, מלך, לו",
NMF,Wiki:clean_text,4,"העיר, עיר, בעיר, מחוז, היסטוריה, המחוז, בשנת, לעיר, עיר_הבירה, הייתה, העיר_שוכנת, היא_בירת",
NMF,Wiki:clean_text,5,"הוא_היום, בשנה_מעוברת, ה_בשנה, ביום_זה, אירועים_היסטוריים, עוד_ימים, עד_לסיום, בלוח_הגרגוריאני, השנה, הראשון, לסיום_השנה, נשארו_עוד",
NMF,Wiki:clean_text,6,"שם_מדעי, מינים, הם, מין, ס_מ, עד, סוג, מאפיינים, מצוי, משפחה, בעלי, ממשפחת",
NMF,Wiki:clean_text,7,"שמאל, נפטרו_שמאל, בית, בעולם, מאת, בירושלים, מימין, פיקסלים, משמאל, רחוב, מתוך, במוזיאון",
NMF,Wiki:clean_text,8,"הלהקה, האלבום, מטאל, להקת, רוק, היא_להקת, השיר, אלבום, עם, השירים, גיטרה, להקות",
NMF,Wiki:clean_text,9,"קטגוריה, קישורים_חיצוניים, הערות_שוליים, ראו_גם, שנולדו_ב, קטגוריה_כדורגלני, קטגוריה_טקסונים, שתוארו_בידי, שתוארו_ב, קטגוריה_יישובים, שהוקמו_ב, שבהם_תבנית",
NMF,Wiki:clean_text,10,"שיחק, עבר, הקבוצה, הוא_כדורגלן, נולד_ב, המועדון, בעונת, ששיחק_בעמדת, קטגוריה_כדורגלני, קריירה, זכה, כדורגל",
NMF,Wiki:clean_text,11,"היא, השפה, בה, שפה, זו, והיא, ביותר, שפות, עם, שלה, השפות, אותה",
NMF,Wiki:clean_text,12,"דגל, הדגל, אדום, לבן, המדינה, סמל, לדגל, כחול, בדגל, ירוק, מסמל_את, הוא_דגלה",
NMF,Wiki:clean_text,13,"כל, אם, מספר, קבוצה, פונקציה, כלומר, משפט, לא, הפונקציה, המשפט, במתמטיקה, כאשר",
NMF,Wiki:clean_text,14,"ישראל, בישראל, עם, ישראלי, בני, משה, בירושלים, בארץ_ישראל, ירושלים, מדינת_ישראל, תל_אביב, בתל_אביב",
NMF,Wiki:clean_text,15,"הספר, ספר, מאת, בספר, בן, הספרים, ספרי, ספרו, ספרים, הרומן, באנגלית_הוא, לספר",
NMF,Wiki:clean_text,16,"לפנה_ס, לפני_הספירה, המאה_ה, מצרים, בשנת_לפנה, אירועים_בולטים, והסתיימה_בשנת, שהחלה_בשנת, היא_התקופה, מלך, זוהי_המאה, לפני_תחילת",
NMF,Wiki:clean_text,17,"האי, האיים, באי, אי, איי, איים, לאי, קמ_ר, נמצא, גאוגרפיה, ק_מ, מטרים",
NMF,Wiki:clean_text,18,"הנהר, נהר, לונדון, ק_מ, הגשר, נהרות, זורם, גשר, לנהר, דרך, בין, אורכו",
NMF,Wiki:clean_text,19,"המשחק, משחק, משחקי, המשחקים, במשחק, קלפים, למשחק, השחקן, משחקים, שחקן, שחקנים, כדור",
NMF,Wiki:clean_text,20,"אל, בערבית, הכפר, מוחמד, האסלאם, האל, ערב, אבו, נחל, מצרים, הערבי, הערבית",
NMF,Wiki:clean_text,21,"על, שם, ועל, אף, רקע, בסיס, אשר, כך, נקרא, אדם, זה, הר",
NMF,Wiki:clean_text,22,"ארצות_הברית, הייתה, המדינה, מדינות, בין, מדינה, גרמניה, המלחמה, השנייה, הברית, המפלגה, על_ידי",
NMF,Wiki:clean_text,23,"הסדרה, התוכנית, בערוץ, בישראל, על_ידי, סדרת, שודרה, היא_סדרת, בסדרה, פרקים, הסדרה_שודרה, חברת",
NMF,Wiki:clean_text,24,"נבחרת, הנבחרת, בכדורגל, הגמר, בטורניר, נבחרות, הלאומית, הטורניר, זכתה, נבחרת_הכדורגל, העפילה, עד",
NMF,Wiki:clean_text,25,"על_ידי, באמצעות, מערכת, בין, זה, אשר, גם, יותר, מידע, שונים, תהליך, כגון",
NMF,Wiki:clean_text,26,"אירועים, קישורים_חיצוניים, לוח_שנה, נולדו_נפטרו, שנת_לפי, הלוח_היוליאני, שנה, נולדו, נפטרו_לוח, נפטר_ב, השני, הראשון",
NMF,Wiki:clean_text,27,"הרב, הישיבה, ישיבת, בירושלים, רב, יהודה, בית, חיים, ישיבה, והרב, רבי, בן",
NMF,Wiki:clean_text,28,"הקיבוץ, קיבוץ, בקיבוץ, לקיבוץ, בית, על_ידי, השומר_הצעיר, גרעין, הוקם, שם, היסטוריה_הקיבוץ, היסטוריה",
NMF,Wiki:clean_text,29,"הסרט, בסרט, הקולנוע, סרט, באנגלית_הוא, משנת, ביותר, אמריקאי, סרט_קולנוע, הסרטים, לסרט, סרטי",
NMF,Wiki:lemma_text,0,"אב, בן, ישראל, נולד, רב, יהודי, משפחה, שם, חי, בית, ירושלים, ביוגרפיה",
NMF,Wiki:lemma_text,1,"יישוב, מושב, קיבוץ, כפר, שם, מועצה_אזורי, היסטוריה, יד, סמוך, יישוב_הוקם, שייך_מועצה, נמצא",
NMF,Wiki:lemma_text,2,"שפה, שונה, אדם, מערכה, שימוש, תחום, אחד, תהליך, יד, צורה, דוגמה, מילה",
NMF,Wiki:lemma_text,3,"עיר, מדינה, מחוז, נהר, אזור, שטח, תושב, בירה, שם, נמצא, בעיר, מרכז",
NMF,Wiki:lemma_text,4,"משחק, קבוצה, נבחר, שחקן, שיחק, עונה, ליגה, מועדון, כדורגל, קריירה, סדרה, כדורגלן",
NMF,Wiki:lemma_text,5,"מין, משפחה, שם_מדעי, סוג, סדרה, צמח, קטגוריה, גדול, מצוי, חי, בעל, קטן",
NMF,Wiki:lemma_text,6,"ספר, כתב, סדרה, סיפור, סרט, סופר, נכתב, שם, תרגום, רומן, ראשון, יצא_אור",
NMF,Wiki:lemma_text,7,"להקה, אלבום, שיר, מוזיקה, מטאל, סגנון, גיטריסט, להקה_רוק, חבר_להקה, סרט, רוק, סולן",
NMF,Wiki:lemma_text,8,"דגל, מדינה, סמל, מסמל, כוכב, אדום, צבע, דגל_לאומי, אומץ, לבן, מרכז, קטגוריה",
NMF,Wiki:lemma_text,9,"יום, ראשון, מלחמה, מלך, קרב, צרפת, צבא, ממלכה, תקופה, ארץ_ברית, שלטון, מדינה",
NMF,UGC:clean_text,0,"על, עם, כל, אין, מה, יש, הם, או, שלא, אנשים, אם, גם",
NMF,UGC:clean_text,1,"לא, אחד, אף, למה, כלום, אם, ולא, הם, הוא, כבר, כי, אז",
NMF,UGC:clean_text,2,"את, ביבי, המדינה, כל, רק, שלו, לנו, מי, נתניהו, הוא, לך, הציבור",
NMF,UGC:clean_text,3,"זה, מה, גם, אבל, פשוט, חיסון, אם, שפעת, רק, יש, כסף, זמן",
NMF,UGC:clean_text,4,"בנט, אתה, ביבי, לך, שלך, הוא, נתניהו, על, חבל, אותך, שאתה, לו",
NMF,UGC:clean_text,5,"של, הוא, ביבי, המדינה, מדינה, נתניהו, ממשלה, שלו, עוד, הממשלה, שר, הציבור",
NMF,UGC:lemma_text,0,"סגר, חולה, למה, בידוד, אחד, איש, בית, מסכה, נדבק, יום, שבוע, שם",
NMF,UGC:lemma_text,1,"מדינה, כסף, ממשלה, אזרח, קיבל, שר, נתניהו, ראש_ממשלה, עובד, שנה, ציבור, כלום",
NMF,UGC:lemma_text,2,"כבוד, ישראל, חי, לי, מאוד, בריאות, עולם, משפחה, יום, תודה, לב, איש",
NMF,UGC:lemma_text,3,"בנט, ממשלה, נתניהו, חבל, כבר, תותח, שר_ביטחון, הסתדרות, בא, הבין, גנץ, שקד",
NMF,UGC:lemma_text,4,"קורונה, מת, שנה, שפעת, מחלה, תרופה, חיסון, נפטר, גיל, וירוס, אלוהים, מחלה_רקע",
NMF,UGC:lemma_text,5,"ביבי, עכשיו, גנץ, הצביע, בית, בחירה, איפה, אפס, המשיך, ליצמן, משפט, עיקר",
